a,0.4371,0.0233,0.3139,0.5138
a,0.4520,0.0189,0.2873,0.4738
a,0.4132,0.0151,0.2805,0.3127
a,0.5891,0.8895,0.4968,0.4234
a,0.5694,1.0000,0.4966,0.3697
a,0.4302,0.0266,0.4937,0.5727
a,0.4731,0.0286,0.4933,0.5918
a,0.4082,0.0307,0.4787,0.4882
a,0.3508,0.0276,0.4825,0.4890
a,0.4115,0.0253,0.4773,0.5080
a,0.4876,0.0329,0.4884,0.6770
a,0.3373,0.0262,0.4637,0.4957
a,0.4305,0.0395,0.4375,0.4136
a,0.2837,0.8408,0.3148,0.4064
a,0.3765,1.0000,0.4062,0.2776
a,0.3864,1.0000,0.4831,0.4711
a,0.4772,0.7667,0.4843,0.3739
a,0.4861,0.0408,0.5000,0.5418
a,0.4903,0.0411,0.5000,0.4487
a,0.1588,0.6139,0.2778,0.4849
a,0.4787,1.0000,0.4824,0.1406
a,0.4792,1.0000,0.4779,0.1186
a,0.4866,1.0000,0.4773,0.1391
a,0.5283,1.0000,0.5000,0.0353
a,0.5027,1.0000,0.5000,0.1220
a,0.5190,0.0163,0.4318,0.5528
a,0.5082,0.0163,0.5000,0.4761
a,0.5025,0.0163,0.5000,0.4299
a,0.5331,0.0184,0.4524,0.6161
a,0.5140,0.0163,0.4600,0.4410
a,0.5005,1.0000,0.5000,0.1551
a,0.1627,0.0416,0.1684,0.8746
a,0.5181,1.0000,0.5000,0.0203
a,0.5009,1.0000,0.5000,0.1717
a,0.5079,0.8883,0.4826,0.4288
a,0.3305,0.0379,0.4735,0.3471
a,0.3221,0.6644,0.3317,0.5234
a,0.3210,0.7071,0.2634,0.2829
a,0.3170,0.1676,0.1954,0.8554
a,0.2478,0.2606,0.3286,0.3761
a,0.2928,0.1515,0.2872,0.6170
a,0.4399,0.0354,0.4253,0.6857
a,0.4247,0.0354,0.3760,0.6308
a,0.4238,0.0354,0.3859,0.6035
a,0.2789,0.0354,0.3750,0.5910
a,0.3873,0.0354,0.3607,0.5795
a,0.2627,0.0354,0.3656,0.5963
a,0.4230,0.0354,0.3182,0.5698
a,0.3339,0.0354,0.3009,0.5493
a,0.3403,0.0362,0.3253,0.6001
a,0.3691,0.0400,0.3632,0.6044
a,0.2647,0.0125,0.3393,0.3901
a,0.2637,0.0132,0.3851,0.3548
a,0.4717,0.6877,0.4105,0.2111
a,0.2060,0.0493,0.3468,0.5634
a,0.2351,0.0493,0.3558,0.5179
a,0.2193,0.0493,0.3934,0.4772
a,0.3409,0.1916,0.4288,0.7037
a,0.3254,1.0000,0.4413,0.7041
a,0.2864,1.0000,0.4322,0.7023
a,0.2343,0.1200,0.4035,0.8661
a,0.4688,0.0342,0.4286,0.7496
a,0.2955,0.0307,0.4383,0.6522
a,0.2833,0.0321,0.4115,0.7097
a,0.4087,0.0321,0.3317,0.9071
a,0.4147,0.0362,0.4270,0.6307
a,0.3151,0.0400,0.3913,0.6734
a,0.2034,0.0307,0.2083,0.8848
a,0.2291,0.0314,0.3060,0.6033
a,0.2386,0.0321,0.3468,0.8078
a,0.4962,0.0372,0.4816,0.6117
a,0.4955,0.0372,0.4855,0.6101
a,0.4853,0.0372,0.4932,0.6172
a,0.4807,0.0372,0.4868,0.6083
a,0.5824,0.0392,0.4615,0.6190
a,0.5739,0.0372,0.4785,0.6824
a,0.4668,0.0372,0.4751,0.6286
a,0.4718,0.0372,0.4500,0.6204
a,0.4815,0.0372,0.4566,0.6474
a,0.4709,0.0372,0.4439,0.6124
a,0.5267,1.0000,0.5000,0.2781
a,0.5205,1.0000,0.4867,0.2852
a,0.5248,1.0000,0.4894,0.2842
a,0.4876,1.0000,0.5000,0.3686
a,0.5124,1.0000,0.4870,0.3061
a,0.4986,1.0000,0.5000,0.3328
a,0.5278,1.0000,0.4926,0.2989
a,0.5333,1.0000,0.5000,0.3317
a,0.5034,1.0000,0.4741,0.3524
a,0.6326,0.0157,0.4875,0.5823
a,0.1867,0.2176,0.4424,0.8597
a,0.4880,0.0355,0.5000,0.0910
a,0.5047,0.0351,0.5000,0.0774
a,0.5782,0.0176,0.4887,0.3554
a,0.5712,0.0181,0.5000,0.6172
a,0.5014,0.0228,0.4913,0.6031
a,0.4769,0.0332,0.5000,0.0762
a,0.4730,0.0376,0.5000,0.1726
a,0.3815,0.2087,0.5000,0.4495
a,0.4719,0.0403,0.4440,0.8042
a,0.4196,0.9345,0.5000,0.7154
a,0.4880,0.7541,0.4810,0.7990
a,0.5009,0.9952,0.4741,0.8616
a,0.3892,0.7649,0.4872,0.3147
a,0.4421,0.0277,0.4622,0.7126
a,0.3676,0.0228,0.4142,0.6773
a,0.4159,0.0294,0.4716,0.7218
a,0.4479,0.3942,0.4913,0.1578
a,0.2900,1.0000,0.4964,0.7585
a,0.5085,1.0000,0.5000,0.5801
a,0.5521,1.0000,0.5000,0.7805
a,0.5135,1.0000,0.5000,0.3432
a,0.5212,1.0000,0.4986,0.9188
a,0.5497,1.0000,0.5000,0.4155
a,0.4088,0.4224,0.4412,0.0921
a,0.4343,0.4285,0.5000,0.9616
a,0.5715,1.0000,0.5000,0.6308
a,0.4020,1.0000,0.4792,0.0997
a,0.2879,0.2423,0.3670,0.8514
a,0.3005,0.8029,0.5000,0.8001
a,0.3126,0.7674,0.3352,0.8329
a,0.3191,0.3508,0.4306,0.7172
a,0.2550,0.2370,0.3390,0.7421
a,0.3843,1.0000,0.3727,0.9052
a,0.3313,1.0000,0.4198,0.6495
a,0.2101,0.5107,0.2941,0.8335
a,0.4920,0.0287,0.4839,0.6423
a,0.5132,0.0301,0.4797,0.6578
a,0.4605,0.0295,0.4633,0.6301
a,0.4900,0.0500,0.4914,0.6849
a,0.5197,0.0344,0.4921,0.6603
a,0.4645,0.0321,0.4717,0.6183
a,0.4047,0.0289,0.4567,0.6331
a,0.6254,0.0319,0.5000,0.5742
a,0.6362,0.0315,0.5000,0.6159
a,0.4715,0.0284,0.3588,0.2851
a,0.5862,0.0366,0.4952,0.5337
a,0.3214,0.0257,0.2906,0.3106
a,0.4904,0.0343,0.5000,0.1126
a,0.4148,0.0438,0.3209,0.5064
a,0.5068,0.0343,0.5000,0.2318
a,0.5020,0.0395,0.5000,0.2496
a,0.5274,0.2137,0.4767,0.6786
a,0.5283,0.2172,0.4722,0.6691
a,0.5228,0.2096,0.4878,0.6673
a,0.5284,0.9293,0.4904,0.6592
a,0.5274,0.9689,0.4737,0.6541
a,0.5001,0.4943,0.4878,0.6918
a,0.5262,1.0000,0.4808,0.6598
a,0.5307,0.2364,0.4904,0.6664
a,0.5387,0.2635,0.4907,0.6731
a,0.3476,0.2052,0.3199,0.1597
a,0.4920,0.0391,0.3474,0.4751
a,0.2383,0.0128,0.1927,0.4451
a,0.5515,0.0340,0.4527,0.4192
a,0.5367,0.0494,0.5000,0.3327
a,0.3095,0.1628,0.3552,0.3294
a,0.3799,0.0189,0.4865,0.1054
a,0.1278,0.0290,0.3030,0.8635
a,0.2633,0.8736,0.3995,0.6762
a,0.2574,0.3020,0.4016,0.6352
a,0.2761,0.9375,0.3967,0.6520
a,0.3172,0.9480,0.3901,0.6732
a,0.3342,1.0000,0.4049,0.7187
a,0.2539,0.1299,0.3706,0.4952
a,0.5581,0.0180,0.4940,0.5721
a,0.1477,0.0293,0.3056,0.8945
a,0.5173,0.0199,0.4871,0.5285
a,0.4957,0.0210,0.4916,0.2744
a,0.2590,0.0150,0.4245,0.6698
a,0.5820,0.0137,0.4467,0.7210
a,0.5544,0.0181,0.4933,0.5033
a,0.5375,0.0237,0.4958,0.6238
a,0.5371,0.0124,0.4873,0.3687
a,0.6016,0.0330,0.5000,0.6734
a,0.6160,0.0275,0.5000,0.5103
a,0.5265,0.0195,0.4148,0.8887
a,0.6302,0.0300,0.5000,0.4930
a,0.6622,0.0192,0.4253,0.8988
a,0.6563,0.0187,0.4567,0.7611
a,0.5898,0.0364,0.5000,0.3955
a,0.3925,0.2250,0.3776,0.3582
a,0.5034,0.0131,0.4935,0.1048
a,0.4973,0.0155,0.4972,0.0912
a,0.5021,0.0155,0.4955,0.0876
a,0.4868,0.0144,0.4924,0.0902
a,0.5141,0.0132,0.4981,0.1116
a,0.4981,0.0155,0.4935,0.1102
a,0.4994,0.0129,0.4967,0.1266
a,0.4986,0.0141,0.4968,0.0842
a,0.4917,0.0179,0.4970,0.0688
a,0.5054,0.0185,0.4905,0.3909
a,0.5166,0.0176,0.4314,0.3178
a,0.5643,0.0195,0.4809,0.3823
a,0.6439,0.0184,0.4943,0.4021
a,0.5473,0.8102,0.4803,0.5186
a,0.5626,0.0201,0.4848,0.4132
a,0.4951,1.0000,0.5000,0.1353
a,0.5975,0.0089,0.3945,0.3861
a,0.5939,0.0090,0.3913,0.3797
a,0.5884,0.0085,0.3707,0.3721
a,0.6006,0.0111,0.4578,0.5052
a,0.6002,0.0111,0.4599,0.5033
a,0.6034,0.0115,0.4544,0.4961
a,0.6012,0.0120,0.4454,0.4815
a,0.2327,0.6000,0.3750,0.1823
a,0.4547,1.0000,0.4755,0.2682
a,0.4859,1.0000,0.4647,0.2858
a,0.3873,1.0000,0.4676,0.4347
a,0.4565,0.3278,0.4034,0.2386
a,0.4121,0.2475,0.4489,0.3644
a,0.5008,1.0000,0.5000,0.1724
a,0.4989,1.0000,0.5000,0.1676
a,0.4957,1.0000,0.4975,0.3709
a,0.4961,1.0000,0.4968,0.3461
a,0.6387,1.0000,0.4910,0.9022
a,0.6463,1.0000,0.4952,0.8870
a,0.5065,1.0000,0.5000,0.2015
a,0.5106,1.0000,0.4957,0.4192
a,0.5062,1.0000,0.4929,0.1646
a,0.5028,1.0000,0.4910,0.3631
a,0.5032,0.0099,0.4946,0.4374
a,0.5031,0.0105,0.4941,0.4260
a,0.5017,0.0100,0.4955,0.4386
a,0.4756,0.0107,0.4953,0.4880
a,0.4562,0.5418,0.4543,0.6029
a,0.2662,0.0363,0.3743,0.7325
a,0.1589,0.0353,0.2344,0.7582
a,0.5479,1.0000,0.2968,0.7224
a,0.2039,0.0198,0.3053,0.6237
a,0.1847,0.0193,0.2500,0.6436
a,0.2146,0.0212,0.3149,0.6232
a,0.1827,0.0200,0.2677,0.6472
a,0.1711,0.0210,0.2183,0.5897
a,0.2548,0.0195,0.3377,0.7095
a,0.1680,0.0207,0.2500,0.6429
a,0.1905,0.0177,0.2961,0.6299
a,0.2537,0.0200,0.2163,0.7392
a,0.1679,0.0217,0.1961,0.6412
a,0.5601,0.0243,0.5000,0.1450
a,0.5582,0.0243,0.5000,0.1434
a,0.3095,0.0127,0.2505,0.7791
a,0.1711,0.2347,0.3230,0.6086
a,0.1831,0.2251,0.2908,0.7137
a,0.5717,0.0302,0.5000,0.1235
a,0.6273,1.0000,0.5000,0.6746
a,0.2506,0.0580,0.2370,0.6733
a,0.5919,1.0000,0.5000,0.4589
a,0.2029,0.0169,0.2874,0.8130
a,0.2098,0.0672,0.4431,0.8680
a,0.1724,0.1473,0.4377,0.8691
a,0.4601,0.2401,0.3922,0.6532
a,0.1275,0.1137,0.1923,0.8964
a,0.1288,0.1087,0.4296,0.6859
a,0.1762,0.0859,0.4167,0.9179
a,0.3438,0.2368,0.3840,0.7908
a,0.3938,0.0068,0.3478,0.7451
a,0.3016,1.0000,0.4489,0.7176
a,0.2953,0.4926,0.4427,0.6713
a,0.6220,1.0000,0.3050,0.7389
a,0.6220,1.0000,0.3050,0.7389
a,0.4106,0.0059,0.2840,0.6413
a,0.3029,1.0000,0.4602,0.8657
a,0.4394,1.0000,0.4441,0.8821
a,0.5259,0.0100,0.2798,0.6252
a,0.2380,0.0191,0.3741,0.8402
a,0.1892,0.0184,0.3687,0.8308
a,0.2159,0.0208,0.3817,0.7485
a,0.3807,0.0254,0.4118,0.8714
a,0.3079,0.0300,0.3761,0.6026
a,0.2231,0.0368,0.3681,0.7904
a,0.2007,0.0202,0.3750,0.8032
a,0.2741,0.0228,0.4167,0.8550
a,0.4010,0.0306,0.4423,0.8555
a,0.4096,0.8619,0.4928,0.3233
a,0.4187,0.0236,0.4868,0.3955
a,0.3813,1.0000,0.4844,0.3543
a,0.4800,1.0000,0.4963,0.2445
a,0.3618,0.7307,0.4750,0.4984
a,0.4522,0.0261,0.4965,0.1927
a,0.3605,0.0252,0.4890,0.2482
a,0.4087,0.0276,0.4961,0.2480
a,0.4144,0.0248,0.4904,0.2748
a,0.4573,0.9663,0.4910,0.2991
a,0.1892,0.0205,0.2990,0.8712
a,0.2274,0.0205,0.3897,0.8586
a,0.1752,0.0196,0.3173,0.8682
a,0.2328,0.0198,0.4246,0.8344
a,0.1756,0.0205,0.3200,0.9397
a,0.2457,0.0205,0.4100,0.8179
a,0.2584,0.0211,0.3718,0.7804
a,0.3893,0.0213,0.4310,0.8914
a,0.1658,0.0170,0.4119,0.8501
a,0.1711,0.0205,0.2514,0.8998
a,0.3227,1.0000,0.4909,0.9824
a,0.3936,0.9714,0.4917,0.8955
a,0.4775,1.0000,0.4928,0.2929
a,0.4545,1.0000,0.4883,0.3533
a,0.4992,1.0000,0.4931,0.3115
a,0.4998,1.0000,0.4931,0.9757
a,0.4756,1.0000,0.4963,0.3330
a,0.3928,1.0000,0.4764,0.7857
a,0.4736,1.0000,0.4961,0.3452
a,0.4535,1.0000,0.4854,0.9461
a,0.4984,1.0000,0.5000,0.0902
a,0.5014,1.0000,0.5000,0.1165
a,0.5010,1.0000,0.4578,0.1492
a,0.2207,0.0259,0.4609,0.5185
a,0.3109,1.0000,0.4697,0.6687
a,0.4982,1.0000,0.5000,0.0999
a,0.5119,1.0000,0.3920,0.4438
a,0.5010,1.0000,0.5000,0.1509
a,0.4852,0.0177,0.4844,0.4629
a,0.4943,0.7772,0.4779,0.4941
a,0.5169,0.7421,0.4774,0.5655
a,0.4832,1.0000,0.5000,0.0624
a,0.4927,1.0000,0.5000,0.0660
a,0.4931,1.0000,0.5000,0.0196
a,0.4762,1.0000,0.4914,0.0622
a,0.3779,0.0255,0.4694,0.2696
a,0.4980,1.0000,0.4922,0.0380
a,0.4836,1.0000,0.5000,0.0403
a,0.5215,1.0000,0.4921,0.3481
a,0.4737,0.0456,0.4598,0.1823
a,0.4669,0.6149,0.4045,0.4367
a,0.3608,0.6637,0.4341,0.4778
a,0.4329,0.6507,0.3995,0.5925
a,0.4519,0.8920,0.3962,0.5097
a,0.4331,0.8163,0.4308,0.3578
a,0.4556,0.4160,0.4183,0.4298
a,0.4550,0.6105,0.3957,0.3044
a,0.4331,0.8163,0.4308,0.3578
a,0.4557,0.6953,0.3863,0.3807
a,0.3011,0.1236,0.3977,0.5401
a,0.3026,0.5466,0.4393,0.7473
a,0.5066,0.5729,0.4099,0.5637
a,0.5457,1.0000,0.4102,0.3790
a,0.4796,0.4117,0.2526,0.4064
a,0.5020,1.0000,0.3278,0.6175
a,0.5020,1.0000,0.3278,0.6175
a,0.4997,0.5021,0.3925,0.5203
a,0.3603,0.7362,0.4345,0.7517
a,0.2263,1.0000,0.4189,0.8503
a,0.4700,0.4742,0.3527,0.3701
a,0.4023,0.5136,0.3351,0.3668
a,0.4570,0.4600,0.3173,0.3374
a,0.4448,0.6076,0.3738,0.4131
a,0.4205,0.4102,0.3234,0.5073
a,0.4382,1.0000,0.4315,0.0601
a,0.4528,1.0000,0.4900,0.1277
a,0.4071,1.0000,0.4286,0.0879
a,0.3930,1.0000,0.4375,0.4445
a,0.3688,0.0692,0.2312,0.4442
a,0.4263,1.0000,0.4095,0.2715
a,0.3442,1.0000,0.3752,0.2728
a,0.3625,1.0000,0.4104,0.2624
a,0.3824,0.2370,0.3314,0.6137
a,0.4191,1.0000,0.4159,0.2890
a,0.2455,0.2833,0.3730,0.4722
a,0.4440,1.0000,0.5000,0.2141
a,0.4497,1.0000,0.5000,0.2103
a,0.4565,1.0000,0.5000,0.2371
a,0.4541,1.0000,0.5000,0.2378
a,0.5103,1.0000,0.5000,0.3075
a,0.3109,1.0000,0.4888,0.2598
a,0.3980,1.0000,0.4863,0.2809
a,0.2525,0.1298,0.2653,0.3403
a,0.2486,0.0168,0.3357,0.5536
a,0.2109,0.0210,0.3282,0.5230
a,0.2200,0.0172,0.3061,0.5163
a,0.2121,0.0172,0.3218,0.4632
a,0.2310,0.0165,0.3238,0.5276
a,0.2205,0.0252,0.3485,0.4628
a,0.2530,0.0186,0.3259,0.5479
a,0.2390,0.0151,0.2934,0.4913
a,0.2671,0.0199,0.3604,0.4823
a,0.2356,0.0170,0.3085,0.5301
a,0.3710,0.0146,0.2884,0.2541
a,0.3812,0.0168,0.2988,0.2881
a,0.3547,0.0194,0.2897,0.2464
a,0.2407,0.0174,0.3150,0.2696
a,0.2554,0.0154,0.3094,0.3277
a,0.3143,0.0137,0.2865,0.3062
a,0.3175,0.0139,0.2901,0.3662
a,0.2614,0.0152,0.2762,0.3039
a,0.2550,0.0142,0.2950,0.2201
a,0.2859,0.0144,0.2795,0.2400
a,0.5553,0.0195,0.5000,0.0430
a,0.5936,1.0000,0.5000,0.0091
a,0.2274,0.0420,0.2398,0.7896
a,0.3259,0.3778,0.2354,0.7203
a,0.4308,0.0136,0.2312,0.7689
a,0.2584,1.0000,0.3060,0.5562
a,0.3312,1.0000,0.2145,0.4779
a,0.4695,1.0000,0.2498,0.5214
a,0.3984,1.0000,0.2698,0.4399
a,0.3266,1.0000,0.2626,0.4262
a,0.1389,0.3434,0.2983,0.8378
a,0.5425,1.0000,0.4990,0.5407
a,0.5394,1.0000,0.5000,0.5386
a,0.4882,1.0000,0.4554,0.2508
a,0.5388,1.0000,0.4850,0.5354
a,0.5458,1.0000,0.4872,0.5103
a,0.4960,1.0000,0.4889,0.1131
a,0.5924,1.0000,0.4220,0.5011
a,0.4197,0.7639,0.2695,0.3100
a,0.5692,1.0000,0.5000,0.2625
a,0.7078,0.0253,0.4960,0.6458
a,0.7210,0.0291,0.4988,0.6224
a,0.7332,0.0291,0.4945,0.6230
a,0.4629,1.0000,0.4900,0.0085
a,0.4623,1.0000,0.4891,0.0119
a,0.4688,1.0000,0.4894,0.0094
a,0.4556,1.0000,0.5000,0.0026
a,0.4582,1.0000,0.4804,0.0058
a,0.4690,1.0000,0.4783,0.0203
a,0.5595,1.0000,0.4880,0.2646
a,0.5630,1.0000,0.4932,0.2648
a,0.5251,1.0000,0.4890,0.2884
a,0.5070,1.0000,0.4871,0.2986
a,0.5112,1.0000,0.4880,0.3184
a,0.5271,0.0312,0.5000,0.4232
a,0.3538,0.1618,0.3769,0.8025
a,0.2970,0.1820,0.3895,0.8159
a,0.4875,0.4780,0.4377,0.8064
a,0.4306,0.5058,0.4503,0.7990
a,0.2968,0.1222,0.3922,0.8209
a,0.3675,0.1684,0.3785,0.8159
a,0.4355,0.5974,0.4435,0.7857
a,0.1780,0.0202,0.2186,0.9040
a,0.1898,0.0394,0.2352,0.9118
a,0.3186,0.1800,0.4435,0.8311
a,0.4204,0.3546,0.3003,0.4556
a,0.3075,0.2878,0.3206,0.3497
a,0.3523,0.2958,0.2981,0.3818
a,0.3913,0.1579,0.2348,0.5673
a,0.5384,1.0000,0.4943,0.7460
a,0.5317,0.2581,0.4947,0.9071
a,0.5320,1.0000,0.4954,0.7518
a,0.5489,0.2710,0.4940,0.9010
a,0.5683,0.2613,0.4988,0.9416
a,0.5544,0.2722,0.4922,0.8938
a,0.5350,1.0000,0.4938,0.7478
a,0.5610,0.2733,0.4910,0.8778
a,0.1920,0.0098,0.3184,0.5501
a,0.5534,0.2645,0.4994,0.9662
a,0.1428,0.0098,0.3759,0.9077
a,0.4686,1.0000,0.4863,0.4285
a,0.5128,1.0000,0.4900,0.3822
a,0.4843,1.0000,0.4508,0.8049
a,0.4759,1.0000,0.4314,0.4865
a,0.4586,1.0000,0.4726,0.5907
a,0.4579,1.0000,0.4433,0.4885
a,0.5043,1.0000,0.4128,0.4517
a,0.5130,1.0000,0.4900,0.3902
a,0.5407,1.0000,0.3547,0.8456
a,0.4157,0.0214,0.4821,0.7745
a,0.4835,1.0000,0.4724,0.2371
a,0.4778,1.0000,0.4844,0.2865
a,0.4862,1.0000,0.4845,0.2518
a,0.4768,1.0000,0.4925,0.2498
a,0.3269,0.8571,0.4832,0.8724
a,0.4799,1.0000,0.4910,0.2532
a,0.5272,0.0214,0.4876,0.7062
a,0.3859,0.0214,0.4828,0.7450
a,0.4963,0.0214,0.4900,0.7049
a,0.5211,0.0140,0.4384,0.4252
a,0.3082,0.0219,0.4413,0.4910
a,0.2646,0.0245,0.4549,0.4709
a,0.2631,0.0257,0.4677,0.4974
a,0.2941,0.0171,0.4472,0.5523
a,0.2890,0.0383,0.3992,0.9092
a,0.2890,0.0383,0.3992,0.9092
a,0.3649,0.8895,0.3458,0.1514
a,0.3200,0.8453,0.3692,0.1277
a,0.3951,0.9414,0.3628,0.1175
a,0.1888,0.0450,0.2425,0.5910
a,0.2769,0.0968,0.1957,0.4123
a,0.1544,0.0258,0.3112,0.6160
a,0.4317,0.2818,0.2497,0.5938
a,0.2958,1.0000,0.4877,0.5800
a,0.1158,0.0457,0.2514,0.8803
a,0.5018,0.0166,0.5000,0.0374
a,0.3692,1.0000,0.3203,0.1831
a,0.3118,1.0000,0.3092,0.1848
a,0.3569,1.0000,0.3139,0.1893
a,0.3946,1.0000,0.3421,0.0940
a,0.4921,1.0000,0.5000,0.0670
a,0.4699,1.0000,0.3217,0.1021
a,0.4515,1.0000,0.3105,0.1365
a,0.4201,0.0204,0.4064,0.4616
a,0.4192,1.0000,0.3422,0.1793
a,0.2785,0.0068,0.4712,0.3774
a,0.4842,0.0071,0.4778,0.2529
a,0.4853,0.0070,0.4745,0.2663
a,0.4269,0.0079,0.4795,0.2891
a,0.3378,0.0078,0.4772,0.3072
a,0.4622,0.0076,0.4730,0.2747
a,0.4745,0.0073,0.4752,0.3299
